id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande
CMD100188,2025-10-04,C0119,Lomé,Maison,Produit_Maison_40,34.67,1,0.13,09.04,Virement,Instagram Ads,12.57,Livrée
CMD100189,2025-08-26,C1301,Kinshasa,Maison,Produit_Maison_42,118.54,1,0.08,4.26,Virement,Email,1.33,Livrée
CMD100190,2025-10-13,C0023,Lomé,Mode,Produit_Mode_32,27.95,3,0.24,8.34,Virement,Instagram Ads,14.64,Livrée
CMD100191,2025-07-30,C0275,Dakar,Mode,Produit_Mode_24,08.05,3,0.1,3.33,Paiement à la livraison,Google Ads,5.24,Livrée
CMD100192,2025-12-19,C1426,Abidjan,Beauté,Produit_Beauté_38,45.35,3,0.27,2.67,Paiement à la livraison,Instagram Ads,11.54,Livrée
CMD100193,2025-08-09,C1341,Lomé,electronique,Produit_Maison_40,127.31,2,0.3,9.98,Paiement à la livraison,Instagram Ads,9.85,Livrée
CMD100194,2025-10-13,C0572,Dakar,Maison,Produit_Maison_14,135.6,3,0.07,8.87,Virement,Email,0.62,retournée
CMD100195,2025-10-22,C0120,Douala,Beauté,Produit_Beauté_35,18.82,3,0.1,8.55,Virement,Google Ads,4.57,Livrée
CMD100196,2025-12-13,C0203,Douala,electronique,Produit_Maison_6,101.72,2,0.11,7.21,Paiement à la livraison,Instagram Ads,6.42,Livrée
CMD100197,2025-12-17,C0327,Abidjan,Beauté,Produit_Beauté_4,22.58,1,0.08,4.52,Carte,Google Ads,6.7,Livrée
CMD100198,2025-09-24,C0064,Dakar,electronique,Produit_Électronique_5,456.35,1,0.03,3.7,Mobile Money,Google Ads,5.56,Livrée
CMD100199,2025-11-19,C0110,Abidjan,Électronique,Produit_Électronique_22,-50.0,2,0.09,7.21,Mobile Money,Google Ads,3.3,Livrée
CMD100200,2025-08-07,C1220,Kinshasa,Maison,Produit_Maison_9,104.83,2,0.09,5.38,Mobile Money,Email,01.07,retournée
CMD100201,2025-11-16,C0089,Dakar,Électronique,Produit_Électronique_9,-50.0,2,-0.1,8.72,Carte,Influenceur,15.19,retournée
CMD100202,2025-07-04,C0121,Dakar,Maison,Produit_Maison_12,201.67,1,0.27,3.94,Carte,Instagram Ads,6.13,Livrée
CMD100203,2025-09-06,C0379,Douala,Électronique,Produit_Électronique_31,-50.0,1,0.01,09.02,Carte,Google Ads,5.99,retournée
CMD100204,2025-10-23,C1051,Abidjan,Maison,Produit_Maison_33,142.37,2,0.0,2.51,Paiement à la livraison,Google Ads,7.28,Livrée
CMD100205,2025-08-26,C0088,Douala,electronique,Produit_Beauté_30,43.02,1,0.05,2.2,Virement,Google Ads,3.32,Livrée
CMD100206,2025-12-12,C0124,Kinshasa,Beauté,Produit_Beauté_28,24.39,3,0.09,7.62,Paiement à la livraison,Google Ads,6.16,Livrée
CMD100207,2025-12-23,C0364,Douala,Électronique,Produit_Électronique_21,505.06,2,0.1,4.15,Carte,Google Ads,5.36,retournée
CMD100208,2025-12-03,C0064,Cotonou,Mode,Produit_Mode_25,52.1,3,0.29,4.25,Virement,Instagram Ads,8.31,Livrée
CMD100209,2025-11-30,C0232,Douala,Électronique,Produit_Électronique_42,-50.0,2,0.0,5.51,Carte,Influenceur,11.41,Livrée
CMD100210,2025-12-14,C1129,Abidjan,Électronique,Produit_Électronique_28,330.31,1,0.14,9.94,Mobile Money,Instagram Ads,10.07,Livrée
CMD100211,2025-10-24,C0847,Abidjan,Électronique,Produit_Électronique_26,502.45,1,0.23,4.37,Paiement à la livraison,Instagram Ads,13.82,Livrée
CMD100212,2025-10-15,C0640,Brazzaville,Beauté,Produit_Beauté_24,30.5,2,0.11,05.07,Virement,Instagram Ads,5.6,Livrée
CMD100213,2025-08-09,C0971,Abidjan,Mode,Produit_Mode_6,46.29,3,0.19,5.3,Carte,Email,1.11,retournée
CMD100214,2025-10-19,C0378,Dakar,Mode,Produit_Mode_36,43.49,2,0.28,9.22,Mobile Money,Google Ads,6.62,Livrée
CMD100215,2025-07-16,C0287,Kinshassa,Électronique,Produit_Électronique_23,509.63,2,-0.1,2.98,Paiement à la livraison,Instagram Ads,7.95,Livrée
CMD100216,2025-12-18,C0866,Abidjan,Beauté,Produit_Beauté_19,-50.0,1,0.04,5.57,Carte,Google Ads,4.53,Livrée
CMD100217,2025-12-01,C0053,Lomé,Maison,Produit_Maison_10,171.49,3,0.01,5.14,Mobile Money,Google Ads,4.85,Livrée
CMD100218,2025-12-16,C0055,Douala,electronique,Produit_Beauté_49,28.59,1,0.03,4.72,Carte,Influenceur,14.19,Livrée
CMD100219,2025-09-10,C0219,Kinshassa,Électronique,Produit_Électronique_39,276.44,1,0.26,2.84,Carte,Instagram Ads,10.31,Livrée
CMD100220,2025-12-16,C0547,Brazzaville,Électronique,Produit_Électronique_45,266.23,2,0.06,5.67,Virement,Instagram Ads,8.88,retournée
CMD100221,2025-09-18,C0718,Libreville,Électronique,Produit_Électronique_37,411.72,1,0.14,2.71,Mobile Money,Instagram Ads,9.74,retournée
CMD100222,2025-12-16,C0072,Kinshasa,Beauté,Produit_Beauté_6,46.06,1,0.08,2.46,Carte,Google Ads,4.3,Livrée
CMD100223,2025-11-13,C0214,Abidjan,Mode,Produit_Mode_24,12.92,3,0.14,5.91,Mobile Money,Email,0.71,Livrée
CMD100224,2025-09-18,C1590,Brazzaville,Mode,Produit_Mode_4,44.38,1,0.17,9.26,Carte,Google Ads,7.26,Livrée
CMD100225,2025-08-09,C0316,Douala,Électronique,Produit_Électronique_18,507.94,2,0.05,8.35,Carte,Google Ads,6.95,Annulée
CMD100226,2025-10-22,C0994,Cotonou,Électronique,Produit_Électronique_18,445.25,2,0.04,06.09,Paiement à la livraison,Email,0.8,Livrée
CMD100227,2025-08-25,C0233,Douala,Mode,Produit_Mode_34,39.56,3,0.16,5.81,Paiement à la livraison,Influenceur,16.91,Livrée
CMD100228,2025-12-18,C0112,Kinshasa,Maison,Produit_Maison_1,79.07,3,0.04,5.81,Carte,Influenceur,4.31,Livrée
CMD100229,2025-08-22,C0108,Dakar,Beauté,Produit_Beauté_19,18.64,2,0.06,6.23,Virement,Email,1.73,Livrée
CMD100230,2025-09-22,C0254,Brazzaville,Beauté,Produit_Beauté_9,24.01,1,0.01,8.77,Mobile Money,Google Ads,6.29,Livrée
CMD100231,2025-10-06,C0117,Kinshasa,Mode,Produit_Mode_5,34.65,1,0.12,07.06,Virement,Google Ads,4.53,Livrée
CMD100232,2025-10-10,C0086,Dakar,Mode,Produit_Mode_5,45.86,0,0.25,4.36,Paiement à la livraison,Email,0.58,Livrée
CMD100233,2025-09-19,C0293,Abidjan,Électronique,Produit_Électronique_19,495.15,3,0.04,7.12,Paiement à la livraison,Influenceur,7.62,Livrée
CMD100234,2025-07-30,C0166,Dakar,Maison,Produit_Maison_45,174.43,2,0.23,7.1,Paiement à la livraison,Instagram Ads,13.67,Livrée
CMD100235,2025-10-01,C0054,Douala,Mode,Produit_Mode_26,20.37,2,0.25,4.17,Carte,Google Ads,3.71,Livrée
CMD100236,2025-09-18,C0453,Abidjan,Mode,Produit_Mode_5,45.03,3,0.15,6.75,Mobile Money,Instagram Ads,06.03,Livrée
CMD100237,2025-11-08,C1086,Douala,Maison,Produit_Maison_23,82.1,1,0.29,6.52,Virement,Instagram Ads,5.83,Livrée
CMD100238,2025-12-13,C0483,Douala,Maison,Produit_Maison_13,44.82,3,-0.1,02.03,Virement,Instagram Ads,9.94,Annulée
CMD100239,2025-08-14,C1556,Dakar,Électronique,Produit_Électronique_12,257.31,1,0.12,5.8,Carte,Instagram Ads,6.3,Livrée
CMD100240,2025-12-08,C0386,Brazzaville,Beauté,Produit_Beauté_44,24.97,3,0.04,2.42,Paiement à la livraison,Email,0.81,Livrée
CMD100241,2025-11-22,C1279,Abidjan,Maison,Produit_Maison_10,81.2,1,0.07,8.37,Virement,Email,1.8,Livrée
CMD100242,2025-10-21,C0226,Kinshasa,Beauté,Produit_Beauté_38,30.38,2,-0.1,2.68,Virement,Google Ads,5.34,Livrée
CMD100243,2025-07-15,C0037,Dakar,Électronique,Produit_Électronique_3,380.27,1,0.18,4.7,Paiement à la livraison,Instagram Ads,7.68,Livrée
CMD100244,2025-07-15,C0146,Kinshasa,Électronique,Produit_Électronique_40,373.84,3,0.28,5.18,Carte,Instagram Ads,7.67,retournée
CMD100245,2025-11-30,C0236,Douala,Maison,Produit_Maison_29,14.45,0,0.08,4.94,Carte,Instagram Ads,13.57,Livrée
CMD100246,2025-11-24,C0658,Abidjan,Électronique,Produit_Électronique_4,255.25,3,0.03,9.79,Mobile Money,Email,0.5,Livrée
CMD100247,2025-10-24,C0175,Kinshasa,Beauté,Produit_Beauté_33,14.76,0,0.06,7.68,Carte,Google Ads,3.76,Livrée
CMD100248,2025-12-13,C0126,Dakar,Maison,Produit_Maison_34,91.73,2,0.1,6.49,Paiement à la livraison,Email,1.3,Livrée
CMD100249,2025-11-11,C0745,Kinshasa,Maison,Produit_Maison_25,118.29,2,0.09,8.49,Virement,Instagram Ads,11.22,Livrée
CMD100250,2025-10-13,C1390,Abidjan,Mode,Produit_Mode_5,22.45,1,0.13,7.52,Virement,Influenceur,15.04,Livrée
CMD100251,2025-09-23,C0347,Douala,Maison,Produit_Maison_22,153.94,1,0.01,7.44,Mobile Money,Email,1.29,Livrée
CMD100252,2025-07-21,C0072,Abidjan,Électronique,Produit_Électronique_42,378.35,2,0.16,7.39,Virement,Instagram Ads,10.61,Livrée
CMD100253,2025-12-26,C0264,Brazzaville,Électronique,Produit_Électronique_20,564.74,2,-0.1,7.69,Carte,Influenceur,19.92,Livrée
CMD100254,2025-11-21,C0168,Douala,Maison,Produit_Maison_42,103.05,3,0.1,4.84,Carte,Instagram Ads,5.13,Livrée
CMD100255,2025-12-19,C0185,Abidjan,Beauté,Produit_Beauté_12,12.06,2,0.04,5.67,Virement,Influenceur,7.71,retournée
CMD100256,2025-08-24,C0392,Brazzaville,Beauté,Produit_Beauté_9,29.5,1,0.08,8.46,Mobile Money,Google Ads,07.02,Livrée
CMD100257,2025-08-09,C0051,Douala,Électronique,Produit_Électronique_43,450.07,3,0.11,3.23,Carte,Instagram Ads,09.03,Livrée
CMD100258,2025-09-25,C1265,Brazzaville,Maison,Produit_Maison_10,259.84,0,0.15,4.86,Paiement à la livraison,Instagram Ads,12.54,Livrée
CMD100259,2025-08-11,C0354,Abidjan,Beauté,Produit_Beauté_47,13.29,1,0.21,06.05,Mobile Money,Instagram Ads,7.4,Livrée
CMD100260,2025-10-21,C0186,Kinshasa,Électronique,Produit_Électronique_29,351.16,1,0.07,3.15,Mobile Money,Email,1.14,Livrée
CMD100261,2025-12-04,C0383,Libreville,Mode,Produit_Mode_35,50.29,2,0.15,6.73,Mobile Money,Influenceur,7.27,Livrée
CMD100262,2025-08-31,C0240,Abidjan,Électronique,Produit_Électronique_24,-50.0,1,0.12,2.38,Mobile Money,Instagram Ads,13.79,Livrée
CMD100263,2025-12-21,C0902,Lomé,Maison,Produit_Maison_50,137.76,2,0.05,5.13,Virement,Google Ads,4.45,Livrée
CMD100264,2025-10-06,C0214,Douala,Mode,Produit_Mode_17,30.25,2,0.29,02.01,Mobile Money,Instagram Ads,7.26,Livrée
CMD100265,2025-07-14,C1790,Brazzaville,Beauté,Produit_Beauté_46,26.07,0,0.06,8.54,Carte,Google Ads,06.05,Livrée
CMD100266,2025-11-10,C0583,Abidjan,Mode,Produit_Mode_18,-50.0,3,0.3,2.63,Mobile Money,Google Ads,5.95,Livrée
CMD100267,2025-10-24,C0301,Dakar,Mode,Produit_Mode_15,27.64,3,0.18,9.59,Carte,Instagram Ads,7.69,Livrée
CMD100268,2025-10-24,C1905,Kinshassa,Mode,Produit_Mode_26,61.85,3,0.14,5.69,Carte,Email,1.74,retournée
CMD100269,2025-11-06,C0197,Dakar,Maison,Produit_Maison_15,132.47,3,0.03,7.32,Virement,Influenceur,7.41,Livrée
CMD100270,2025-07-08,C0050,Kinshasa,Électronique,Produit_Électronique_10,488.48,1,0.05,05.07,Virement,Influenceur,15.75,Livrée
CMD100271,2025-08-05,C0241,Cotonou,Électronique,Produit_Électronique_49,536.94,2,0.1,6.37,Mobile Money,Google Ads,6.52,Livrée
CMD100272,2025-12-28,C0315,Kinshasa,Maison,Produit_Maison_2,192.77,2,0.29,8.47,Carte,Instagram Ads,12.14,retournée
CMD100273,2025-09-04,C0076,Dakar,Beauté,Produit_Beauté_8,25.32,2,0.07,8.66,Paiement à la livraison,Influenceur,13.15,Livrée
CMD100274,2025-09-12,C0062,Kinshasa,Maison,Produit_Maison_41,105.23,1,0.15,09.02,Paiement à la livraison,Instagram Ads,6.91,retournée
CMD100275,2025-12-07,C0056,Kinshasa,Beauté,Produit_Beauté_39,26.15,0,0.16,9.56,Paiement à la livraison,Instagram Ads,11.85,Livrée
CMD100276,2025-11-15,C0263,Dakar,Beauté,Produit_Beauté_19,15.52,3,0.06,02.09,Mobile Money,Google Ads,7.71,Livrée
CMD100277,2025-10-18,C0180,Brazzaville,Mode,Produit_Mode_12,47.81,2,0.08,4.77,Paiement à la livraison,Influenceur,10.76,Livrée
CMD100278,2025-12-18,C1072,Abidjan,Mode,Produit_Mode_34,38.75,2,0.21,9.61,Carte,Instagram Ads,14.69,Livrée
CMD100279,2025-11-17,C0259,Kinshasa,Mode,Produit_Mode_31,18.26,3,0.21,7.41,Paiement à la livraison,Google Ads,7.83,Livrée
CMD100280,2025-07-12,C0764,Dakar,Beauté,Produit_Beauté_23,16.02,2,0.09,09.06,Carte,Influenceur,15.78,Livrée
CMD100281,2025-07-18,C0375,Kinshassa,Électronique,Produit_Électronique_9,289.9,2,0.06,9.52,Virement,Instagram Ads,11.27,retournée
CMD100282,2025-07-12,C0173,Dakar,Électronique,Produit_Électronique_50,570.94,2,0.01,9.32,Mobile Money,Influenceur,15.97,Livrée
CMD100283,2025-12-23,C0356,Abidjan,Mode,Produit_Mode_9,50.46,1,0.16,7.61,Mobile Money,Email,0.84,Livrée
CMD100284,2025-07-17,C1932,Dakar,Électronique,Produit_Électronique_13,283.23,2,0.07,8.58,Virement,Google Ads,7.19,Livrée
CMD100285,2025-07-12,C1814,Douala,Maison,Produit_Maison_33,44.9,2,0.18,5.42,Virement,Instagram Ads,7.53,Annulée
CMD100286,2025-10-10,C1112,Lomé,Électronique,Produit_Électronique_49,502.41,1,0.07,7.64,Carte,Influenceur,7.97,Livrée
CMD100287,2025-12-13,C0182,Abidjan,Mode,Produit_Mode_42,34.17,3,0.07,4.41,Carte,Influenceur,4.35,Livrée
CMD100288,2025-09-23,C0188,Kinshasa,Mode,Produit_Mode_48,51.9,3,0.23,6.13,Paiement à la livraison,Instagram Ads,5.11,Livrée
CMD100289,2025-10-21,C0791,Libreville,Beauté,Produit_Beauté_32,24.87,2,0.08,4.0,Mobile Money,Influenceur,8.96,Livrée
CMD100290,2025-12-25,C0265,Douala,Beauté,Produit_Beauté_6,14.19,1,0.02,4.17,Paiement à la livraison,Google Ads,6.16,Livrée
CMD100291,2025-10-19,C1684,Abidjan,Électronique,Produit_Électronique_21,241.31,1,0.19,8.7,Virement,Instagram Ads,10.03,Livrée
CMD100292,2025-07-27,C0338,Dakar,Maison,Produit_Maison_39,202.26,1,0.04,7.93,Paiement à la livraison,Email,01.08,Livrée
CMD100293,2025-12-31,C0353,Douala,Maison,Produit_Maison_40,74.76,2,-0.1,2.97,Virement,Instagram Ads,8.45,Livrée
CMD100294,2025-10-20,C0029,Douala,Mode,Produit_Mode_24,36.18,3,0.06,6.93,Paiement à la livraison,Instagram Ads,8.91,Annulée
CMD100295,2025-11-09,C1391,Abidjan,Beauté,Produit_Beauté_10,22.3,2,0.07,6.37,Carte,Influenceur,9.24,Livrée
CMD100296,2025-12-03,C0897,Kinshasa,Beauté,Produit_Beauté_16,26.07,1,0.13,9.17,Carte,Instagram Ads,6.43,Livrée
CMD100297,2025-12-13,C0196,Douala,Électronique,Produit_Électronique_44,436.17,1,0.06,3.78,Mobile Money,Google Ads,05.04,retournée
CMD100298,2025-10-24,C0761,Cotonou,Beauté,Produit_Beauté_37,32.32,1,0.09,06.08,Carte,Email,0.69,Livrée
CMD100299,2025-08-05,C0203,Abidjan,Beauté,Produit_Beauté_16,33.59,3,0.01,2.54,Virement,Email,1.71,Livrée
CMD100300,2025-07-30,C0095,Abidjan,Maison,Produit_Maison_36,139.85,1,0.05,2.34,Paiement à la livraison,Influenceur,19.08,Livrée
CMD100301,2025-07-31,C0133,Kinshasa,Mode,Produit_Mode_40,40.66,2,0.07,7.67,Mobile Money,Instagram Ads,8.7,Livrée
CMD100302,2025-09-12,C1005,Kinshasa,Électronique,Produit_Électronique_5,374.93,3,0.08,8.26,Mobile Money,Google Ads,6.83,Livrée
CMD100303,2025-10-24,C0365,Lomé,Beauté,Produit_Beauté_44,41.88,2,0.0,4.78,Carte,Google Ads,4.93,Livrée
CMD100304,2025-09-20,C1453,Kinshasa,Mode,Produit_Mode_20,49.59,0,0.27,7.73,Virement,Google Ads,3.78,retournée
CMD100305,2025-08-10,C1899,Kinshasa,Électronique,Produit_Électronique_24,224.06,3,0.2,6.46,Mobile Money,Instagram Ads,13.62,Livrée
CMD100306,2025-11-08,C0102,Kinshasa,Beauté,Produit_Beauté_32,10.45,2,0.03,4.6,Mobile Money,Google Ads,7.7,Livrée
CMD100307,2025-07-07,C0293,Kinshasa,Électronique,Produit_Électronique_40,151.15,2,0.21,5.69,Mobile Money,Instagram Ads,13.24,Livrée
CMD100308,2025-07-23,C0203,Lomé,Maison,Produit_Maison_34,149.57,0,0.0,6.46,Paiement à la livraison,Email,0.55,Livrée
CMD100309,2025-10-14,C1686,Dakar,electronique,Produit_Électronique_21,497.96,2,0.02,2.75,Mobile Money,Email,1.6,Livrée
CMD100310,2025-12-12,C0238,Lomé,Maison,Produit_Maison_9,-50.0,1,0.29,2.64,Virement,Instagram Ads,13.92,Livrée
CMD100311,2025-11-19,C0372,Kinshasa,Mode,Produit_Mode_28,22.36,3,0.21,6.51,Mobile Money,Google Ads,7.19,Livrée
CMD100312,2025-11-06,C0113,Cotonou,Beauté,Produit_Beauté_20,38.07,1,0.07,8.95,Mobile Money,Google Ads,5.89,Livrée
CMD100313,2025-08-12,C0363,Abidjan,Mode,Produit_Mode_6,66.32,1,-0.1,9.52,Virement,Google Ads,7.31,Livrée
CMD100314,2025-09-03,C0282,Libreville,Mode,Produit_Mode_40,33.44,2,0.29,7.19,Virement,Instagram Ads,6.67,Livrée
CMD100315,2025-11-14,C0328,Kinshasa,Mode,Produit_Mode_11,55.88,3,0.09,3.36,Mobile Money,Email,1.18,Livrée
CMD100316,2025-12-16,C1847,Lomé,Électronique,Produit_Électronique_2,586.5,2,0.09,8.67,Carte,Google Ads,7.41,Livrée
CMD100317,2025-07-21,C0328,Kinshasa,Mode,Produit_Mode_42,52.81,3,0.14,6.85,Virement,Email,0.55,Livrée
CMD100318,2025-08-23,C0853,Cotonou,Maison,Produit_Maison_32,74.78,1,0.07,3.6,Carte,Influenceur,6.0,Livrée
CMD100319,2025-12-08,C0328,Dakar,Électronique,Produit_Électronique_16,474.73,3,0.05,9.8,Paiement à la livraison,Influenceur,05.07,Livrée
CMD100320,2025-12-23,C0232,Cotonou,Maison,Produit_Maison_11,93.35,2,0.17,9.78,Carte,Instagram Ads,7.69,Livrée
CMD100321,2025-10-21,C0237,Brazzaville,Beauté,Produit_Beauté_21,23.58,3,0.03,4.84,Mobile Money,Google Ads,3.65,Livrée
CMD100322,2025-12-31,C0176,Kinshasa,Beauté,Produit_Beauté_49,29.76,3,0.01,7.65,Mobile Money,Google Ads,3.49,Livrée
CMD100323,2025-10-03,C0054,Kinshasa,Mode,Produit_Mode_8,31.64,2,0.13,5.53,Paiement à la livraison,Google Ads,3.87,Livrée
CMD100324,2025-09-07,C0072,Abidjan,Maison,Produit_Maison_25,80.15,0,0.07,4.51,Virement,Email,1.5,Livrée
CMD100325,2025-12-05,C0081,Cotonou,Beauté,Produit_Beauté_13,32.86,1,0.09,6.48,Virement,Google Ads,5.35,Livrée
CMD100326,2025-08-10,C0263,Dakar,electronique,Produit_Beauté_32,26.64,3,0.04,06.08,Virement,Google Ads,7.45,Livrée
CMD100327,2025-07-06,C0201,Douala,Beauté,Produit_Beauté_38,22.9,2,0.02,6.57,Mobile Money,Google Ads,6.31,Livrée
CMD100328,2025-09-29,C0144,Abidjan,Électronique,Produit_Électronique_19,327.05,2,0.06,04.02,Paiement à la livraison,Influenceur,16.57,Livrée
CMD100329,2025-11-15,C0055,Cotonou,Maison,Produit_Maison_47,98.44,1,0.06,6.16,Virement,Google Ads,3.13,Livrée
CMD100330,2025-10-02,C0749,Douala,electronique,Produit_Mode_37,50.05,2,0.21,2.75,Carte,Google Ads,5.29,Annulée
CMD100331,2025-11-21,C0283,Libreville,Mode,Produit_Mode_33,60.49,1,0.2,8.18,Paiement à la livraison,Influenceur,4.1,Livrée
CMD100332,2025-10-24,C0572,Dakar,Beauté,Produit_Beauté_9,25.64,2,0.08,3.64,Carte,Influenceur,4.49,Livrée
CMD100333,2025-07-25,C0173,Douala,Mode,Produit_Mode_13,64.18,3,0.18,5.51,Mobile Money,Influenceur,12.82,Livrée
CMD100334,2025-12-02,C0256,Kinshasa,Maison,Produit_Maison_9,118.18,1,0.17,7.56,Carte,Instagram Ads,12.73,retournée
CMD100335,2025-12-30,C0242,Kinshasa,Beauté,Produit_Beauté_39,21.61,3,-0.1,9.43,Mobile Money,Google Ads,6.39,Livrée
CMD100336,2025-11-09,C0313,Kinshasa,Mode,Produit_Mode_40,63.01,3,0.12,6.78,Paiement à la livraison,Email,0.94,Livrée
CMD100337,2025-09-15,C0259,Kinshasa,Beauté,Produit_Beauté_46,26.1,2,0.06,5.64,Paiement à la livraison,Google Ads,7.56,Livrée
CMD100338,2025-11-22,C0008,Douala,electronique,Produit_Beauté_38,-50.0,3,0.13,8.68,Paiement à la livraison,Instagram Ads,5.79,Livrée
CMD100339,2025-09-17,C1485,Kinshassa,Maison,Produit_Maison_39,42.58,2,0.01,9.74,Carte,Influenceur,6.41,Livrée
CMD100340,2025-10-30,C0335,Douala,Mode,Produit_Mode_47,37.2,2,0.21,9.53,Mobile Money,Influenceur,5.84,Livrée
CMD100341,2025-07-14,C0087,Douala,Beauté,Produit_Beauté_10,11.96,1,0.04,4.51,Paiement à la livraison,Google Ads,7.48,Livrée
CMD100342,2025-12-22,C0293,Abidjan,Beauté,Produit_Beauté_13,20.98,0,0.09,7.46,Carte,Google Ads,5.43,Livrée
CMD100343,2025-07-05,C0214,Kinshassa,Maison,Produit_Maison_27,100.29,3,0.02,7.86,Mobile Money,Email,1.32,Livrée
CMD100344,2025-11-06,C1885,Kinshassa,Beauté,Produit_Beauté_46,27.11,3,0.04,8.24,Carte,Google Ads,3.41,Livrée
CMD100345,2025-08-05,C0287,Kinshasa,Électronique,Produit_Électronique_34,552.68,1,0.3,2.26,Paiement à la livraison,Instagram Ads,7.15,Livrée
CMD100346,2025-10-05,C0088,Douala,Beauté,Produit_Beauté_44,-50.0,1,0.16,3.15,Virement,Instagram Ads,12.94,Livrée
CMD100347,2025-12-22,C1419,Kinshassa,Électronique,Produit_Électronique_13,469.87,1,0.02,8.59,Paiement à la livraison,Email,0.88,Livrée
CMD100348,2025-09-02,C0152,Douala,electronique,Produit_Beauté_50,14.7,3,0.19,6.53,Virement,Instagram Ads,6.56,Livrée
CMD100349,2025-09-12,C1413,Kinshasa,Électronique,Produit_Électronique_31,232.35,3,0.04,9.47,Virement,Google Ads,7.66,Livrée
CMD100350,2025-09-28,C0369,Douala,Beauté,Produit_Beauté_26,24.79,0,0.21,5.34,Paiement à la livraison,Instagram Ads,14.71,Livrée
CMD100351,2025-09-27,C1647,Dakar,Électronique,Produit_Électronique_19,-50.0,3,0.22,2.37,Carte,Instagram Ads,11.48,retournée
CMD100352,2025-12-30,C0226,Abidjan,Mode,Produit_Mode_14,63.94,2,0.21,8.62,Paiement à la livraison,Google Ads,3.91,Livrée
CMD100353,2025-08-21,C0555,Abidjan,Électronique,Produit_Électronique_9,357.19,1,0.01,8.69,Virement,Google Ads,4.31,Livrée
CMD100354,2025-07-28,C1201,Douala,Électronique,Produit_Électronique_41,217.9,3,0.13,9.15,Mobile Money,Instagram Ads,5.43,retournée
CMD100355,2025-08-29,C0211,Kinshasa,Beauté,Produit_Beauté_7,17.03,2,-0.1,6.38,Paiement à la livraison,Instagram Ads,12.68,Livrée
CMD100356,2025-12-22,C0010,Libreville,Mode,Produit_Mode_27,45.07,3,0.05,4.77,Mobile Money,Instagram Ads,14.78,Livrée
CMD100357,2025-12-15,C1798,Lomé,Beauté,Produit_Beauté_49,23.0,2,-0.1,3.53,Mobile Money,Instagram Ads,11.19,Livrée
CMD100358,2025-09-12,C0330,Abidjan,Mode,Produit_Mode_42,25.55,2,0.11,3.37,Carte,Google Ads,05.09,retournée
CMD100359,2025-11-24,C0378,Lomé,Mode,Produit_Mode_12,30.64,2,0.22,4.68,Carte,Google Ads,3.26,Livrée
CMD100360,2025-10-15,C0360,Kinshasa,Électronique,Produit_Électronique_26,-50.0,2,0.09,5.14,Carte,Influenceur,13.18,Livrée
CMD100361,2025-11-04,C0383,Douala,Électronique,Produit_Électronique_1,292.61,2,0.03,02.05,Carte,Google Ads,4.82,Livrée
CMD100362,2025-09-15,C0054,Douala,Électronique,Produit_Électronique_42,587.71,3,0.19,3.79,Paiement à la livraison,Instagram Ads,5.51,Livrée
CMD100363,2025-11-17,C0068,Lomé,Électronique,Produit_Électronique_18,-50.0,1,0.1,4.66,Paiement à la livraison,Instagram Ads,5.51,Livrée
CMD100364,2025-08-19,C0677,Cotonou,Beauté,Produit_Beauté_42,31.44,3,0.18,3.23,Paiement à la livraison,Instagram Ads,6.61,Livrée
CMD100365,2025-09-04,C0028,Abidjan,Électronique,Produit_Électronique_37,-50.0,2,0.07,3.55,Virement,Email,0.55,Livrée
CMD100366,2025-12-20,C0359,Abidjan,Beauté,Produit_Beauté_28,16.98,3,0.09,2.36,Paiement à la livraison,Google Ads,5.73,Livrée
CMD100367,2025-11-09,C0205,Douala,Beauté,Produit_Beauté_31,18.98,2,0.03,9.82,Mobile Money,Google Ads,3.78,Livrée
CMD100368,2025-09-21,C0013,Dakar,Beauté,Produit_Beauté_29,33.42,3,-0.1,06.01,Mobile Money,Influenceur,14.65,Livrée
CMD100369,2025-09-07,C0618,Kinshasa,Mode,Produit_Mode_17,43.36,3,0.26,2.32,Carte,Google Ads,03.08,Livrée
CMD100370,2025-12-15,C0120,Brazzaville,electronique,Produit_Maison_30,81.91,2,0.06,9.71,Carte,Google Ads,4.44,Livrée
CMD100371,2025-09-17,C0351,Kinshasa,Électronique,Produit_Électronique_45,318.76,3,0.06,8.15,Virement,Email,1.36,Livrée
CMD100372,2025-07-31,C1926,Dakar,electronique,Produit_Électronique_15,474.24,0,0.03,2.91,Mobile Money,Google Ads,3.61,Livrée
CMD100373,2025-08-04,C0232,Kinshasa,Maison,Produit_Maison_27,-50.0,1,0.03,2.22,Virement,Influenceur,8.14,Livrée
CMD100374,2025-12-27,C0241,Kinshassa,Beauté,Produit_Beauté_49,14.76,3,0.08,2.2,Mobile Money,Google Ads,5.96,Livrée
